Enrique;35;San Lorenzo
Federico;28;Rosario Central
Agustín;21;Newells
Martín;55;River
Alejandro;43;Velez
Santiago;69;Estudiantes
Adrián;49;Huracán
Yago;63;Racing
Adrián;35;River
Fernando;31;San Lorenzo
Agustín;62;Huracán
Fernando;34;Rosario Central
Yago;58;River
Federico;57;River
Adrián;62;Estudiantes
Mariano;43;San Lorenzo
Matías;45;Racing
Yago;24;Independiente
Matías;29;Estudiantes
Agustín;49;Boca
Enrique;35;Racing
Federico;29;Newells
Adrián;22;Huracán
Enrique;30;Independiente
Alejo;60;Boca
Fernando;20;Racing
Anibal;56;Rosario Central
Juan;49;Velez
Martín;47;Racing
Enrique;25;Independiente
Nicolás;21;River
Alejo;45;Rosario Central
Javier;24;Independiente
Adrián;61;Newells
Enrique;18;Huracán
Mariano;25;Racing
Daniel;70;Independiente
Daniel;18;Huracán
Federico;34;River
Adrián;39;San Lorenzo
Adrián;32;River
Luis;69;River
Adrián;27;River
Alejandro;20;Huracán
Marcelo;63;Estudiantes
Daniel;59;Huracán
Agustín;54;River
Daniel;58;Estudiantes
Mauro;34;Racing
Agustín;63;Boca
Luis;22;Velez
Yago;34;San Lorenzo
Matías;42;Racing
Alejo;61;Estudiantes
Enrique;60;Huracán
Matías;34;River
Federico;22;Racing
Mauro;19;Boca
Santiago;28;Rosario Central
Anibal;42;Huracán
Mariano;54;Velez
Javier;51;Boca
Agustín;49;Boca
Marcelo;65;Huracán
Juan;70;River
Agustín;56;Gimnasia LP
Luis;56;River
Adrián;61;Gimnasia LP
Daniel;45;Velez
Mauro;33;River
Mariano;54;Racing
Anibal;44;Estudiantes
Mariano;44;Independiente
Alejandro;33;Huracán
Mauro;62;Velez
Enrique;43;San Lorenzo
Mauro;30;Gimnasia LP
Fernando;69;Boca
Daniel;61;Velez
Fernando;19;Newells
Santiago;33;Independiente
Enrique;61;Newells
Mauro;48;Boca
Martín;24;Huracán
Luis;58;Velez
Juan;66;Racing
Daniel;64;Huracán
Mariano;56;Velez
Javier;52;Newells
Javier;27;Rosario Central
Agustín;50;San Lorenzo
Mauro;38;Gimnasia LP
Alejo;23;Newells
Mauro;35;Velez
Yago;33;San Lorenzo
Daniel;20;Racing
Anibal;35;River
Daniel;50;Racing
Martín;60;Gimnasia LP
Daniel;59;San Lorenzo
Alejo;45;Newells
Fernando;50;Velez
Santiago;43;Velez
Mariano;39;Gimnasia LP
Daniel;57;Gimnasia LP
Mauro;61;Estudiantes
Yago;45;Racing
Nicolás;68;San Lorenzo
Mariano;60;Boca
Juan;45;Newells
Nicolás;48;Racing
Daniel;62;Boca
Daniel;66;Rosario Central
Javier;70;Newells
Santiago;18;Gimnasia LP
Yago;42;Estudiantes
Anibal;53;Gimnasia LP
Fernando;56;Boca
Federico;65;Racing
Alejandro;24;River
Fernando;66;San Lorenzo
Marcelo;22;Gimnasia LP
Martín;32;Rosario Central
Nicolás;30;Huracán
Yago;24;River
Alejo;40;Velez
Alejo;30;Rosario Central
Mauro;37;Newells
Martín;59;Racing
Federico;41;Velez
Javier;20;San Lorenzo
Mariano;65;Gimnasia LP
Nicolás;34;Estudiantes
Juan;39;Racing
Juan;62;San Lorenzo
Martín;61;River
Mariano;39;Huracán
Agustín;69;Newells
Anibal;45;Velez
Yago;61;San Lorenzo
Matías;39;San Lorenzo
Santiago;59;Huracán
Mariano;27;San Lorenzo
Marcelo;57;Boca
Matías;38;Rosario Central
Fernando;35;Independiente
Fernando;45;Boca
Alejandro;65;Gimnasia LP
Mauro;18;Rosario Central
Nicolás;26;Huracán
Juan;27;Velez
Yago;22;Independiente
Nicolás;54;San Lorenzo
Anibal;55;Velez
Agustín;19;San Lorenzo
Javier;18;River
Javier;23;Boca
Anibal;34;Racing
Fernando;33;Huracán
Matías;61;Newells
Yago;49;Independiente
Santiago;53;Rosario Central
Agustín;59;Gimnasia LP
Federico;69;San Lorenzo
Agustín;33;Rosario Central
Marcelo;46;Huracán
Fernando;60;Huracán
Enrique;58;Velez
Mariano;21;Velez
Juan;63;Estudiantes
Javier;29;Newells
Yago;47;Velez
Juan;20;Huracán
Alejo;19;Gimnasia LP
Adrián;54;Newells
Federico;35;Huracán
Juan;51;Huracán
Agustín;23;Racing
Mauro;36;Velez
Fernando;48;Gimnasia LP
Federico;40;Estudiantes
Luis;63;Boca
Santiago;33;Racing
Federico;65;San Lorenzo
Juan;42;Independiente
Yago;54;Gimnasia LP
Agustín;46;Racing
Adrián;36;Boca
Javier;63;Racing
Javier;26;Racing
Luis;24;Rosario Central
Anibal;54;Newells
Agustín;41;Newells
Nicolás;34;River
Santiago;55;Boca
Daniel;35;River
Matías;52;Velez
Alejo;40;Velez
Yago;54;Velez
Matías;49;Velez
Fernando;22;Huracán
Agustín;51;Velez
Matías;27;Independiente
Anibal;64;Boca
Santiago;35;San Lorenzo
Anibal;63;Rosario Central
Luis;35;Racing
Alejo;41;River
Enrique;67;Huracán
Nicolás;33;Gimnasia LP
Federico;54;Gimnasia LP
Luis;57;Rosario Central
Federico;26;Velez
Mauro;27;River
Nicolás;34;San Lorenzo
Agustín;42;Estudiantes
Matías;49;Gimnasia LP
Daniel;38;Rosario Central
Alejo;28;Rosario Central
Martín;68;Rosario Central
Alejandro;31;Independiente
Mariano;42;Boca
Agustín;41;Velez
Mauro;41;Boca
Fernando;47;Independiente
Santiago;54;River
Mariano;50;Huracán
Fernando;69;Gimnasia LP
Javier;32;Independiente
Mauro;27;Newells
Luis;51;Huracán
Javier;37;Estudiantes
Anibal;56;San Lorenzo
Nicolás;33;Estudiantes
Daniel;65;Gimnasia LP
Marcelo;60;Racing
Luis;61;Huracán
Marcelo;48;Racing
Yago;46;River
Enrique;49;Huracán
Federico;45;Huracán
Alejo;30;Huracán
Matías;34;San Lorenzo
Mariano;40;Newells
Daniel;27;Rosario Central
Alejandro;48;Newells
Martín;21;Newells
Agustín;63;Gimnasia LP
Santiago;60;Rosario Central
Federico;32;Boca
Fernando;49;Velez
Luis;67;River
Marcelo;44;Velez
Mariano;30;Estudiantes
Luis;27;River
Yago;21;Racing
Enrique;44;Independiente
Daniel;45;Independiente
Mauro;66;Gimnasia LP
Juan;58;Newells
Yago;32;River
Fernando;63;Velez
Martín;31;Estudiantes
Mariano;55;Huracán
Alejandro;25;Independiente
Agustín;30;River
Marcelo;59;River
Federico;35;Estudiantes
Alejo;43;Independiente
Alejo;39;Estudiantes
Mariano;54;Boca
Alejo;59;River
Fernando;68;Boca
Adrián;65;Boca
Federico;42;Huracán
Alejandro;41;Boca
Daniel;25;River
Matías;40;San Lorenzo
Yago;37;San Lorenzo
Anibal;25;Independiente
Santiago;63;Estudiantes
Santiago;67;Independiente
Santiago;69;Estudiantes
Luis;34;Newells
Anibal;18;Independiente
Mauro;19;Rosario Central
Adrián;53;Rosario Central
Adrián;22;Newells
Juan;41;Estudiantes
Martín;27;Estudiantes
Alejo;50;Huracán
Luis;47;Gimnasia LP
Alejandro;30;Racing
Mauro;59;Gimnasia LP
Nicolás;25;Huracán
Mauro;35;San Lorenzo
Daniel;61;Newells
Martín;62;Estudiantes
Matías;53;Rosario Central
Marcelo;40;Newells
Agustín;24;Rosario Central
Agustín;19;Boca
Marcelo;24;Boca
Javier;51;San Lorenzo
Adrián;59;Huracán
Mariano;58;River
Luis;59;Boca
Anibal;53;Estudiantes
Mauro;62;Gimnasia LP
Fernando;50;Rosario Central
Fernando;56;Racing
Nicolás;25;San Lorenzo
Mariano;37;Racing
Martín;36;River
Javier;39;Racing
Santiago;56;Estudiantes
Santiago;42;San Lorenzo
Marcelo;52;Independiente
Marcelo;68;Huracán
Nicolás;44;Newells
Agustín;43;Boca
Daniel;28;Newells
Luis;43;Boca
Yago;42;Boca
Alejo;69;Racing
Anibal;20;Velez
Nicolás;44;Rosario Central
Adrián;42;Estudiantes
Matías;24;Racing
Fernando;60;Estudiantes
Javier;20;River
Mauro;47;Velez
Agustín;63;San Lorenzo
Anibal;63;San Lorenzo
Federico;62;Gimnasia LP
Fernando;70;Boca
Mauro;67;Newells
Juan;68;Estudiantes
Yago;39;Newells
Yago;65;San Lorenzo
Adrián;28;San Lorenzo
Juan;31;Huracán
Nicolás;21;Estudiantes
Alejandro;63;Racing
Nicolás;66;Gimnasia LP
Daniel;64;Newells
Santiago;38;Newells
Nicolás;70;River
Mauro;59;Independiente
Yago;64;San Lorenzo
Nicolás;34;San Lorenzo
Fernando;33;Racing
Juan;50;Newells
Anibal;25;Rosario Central
Fernando;67;River
Mariano;49;Independiente
Mariano;19;Velez
Alejandro;34;River
Adrián;45;Rosario Central
Alejandro;70;Boca
Daniel;23;Newells
Agustín;64;Rosario Central
Federico;19;Racing
Matías;46;Racing
Mauro;20;Newells
Yago;20;Boca
Martín;39;San Lorenzo
Adrián;49;Huracán
Marcelo;35;Independiente
Marcelo;58;Newells
Enrique;32;Velez
Mauro;18;Gimnasia LP
Nicolás;36;Newells
Adrián;54;Velez
Alejandro;53;Independiente
Santiago;29;Newells
Federico;51;River
Federico;43;River
Enrique;68;Newells
Javier;53;Estudiantes
Mauro;65;Gimnasia LP
Federico;21;Newells
Mariano;45;Velez
Enrique;34;Racing
Enrique;36;Boca
Santiago;25;Newells
Marcelo;66;Estudiantes
Yago;60;River
Fernando;49;Newells
Nicolás;52;Estudiantes
Alejo;63;Rosario Central
Anibal;64;Velez
Yago;23;Newells
Nicolás;20;San Lorenzo
Marcelo;46;Gimnasia LP
Daniel;35;River
Mariano;53;Rosario Central
Nicolás;68;Independiente
Mauro;58;San Lorenzo
Nicolás;21;Estudiantes
Luis;35;Estudiantes
Anibal;20;Rosario Central
Matías;24;Gimnasia LP
Federico;38;Gimnasia LP
Luis;27;Independiente
Marcelo;48;Independiente
Juan;32;River
Alejandro;52;Gimnasia LP
Javier;56;Newells
Martín;50;Huracán
Nicolás;22;Boca
Javier;42;Estudiantes
Matías;63;Rosario Central
Enrique;69;Velez
Alejo;58;Racing
Marcelo;34;Gimnasia LP
Fernando;42;River
Federico;62;River
Martín;35;Boca
Santiago;39;San Lorenzo
Mauro;22;Independiente
Matías;67;Gimnasia LP
Matías;57;Racing
Matías;56;Newells
Adrián;44;Racing
Matías;45;Boca
Alejandro;45;Independiente
Nicolás;27;Independiente
Adrián;23;River
Nicolás;29;Rosario Central
Alejandro;26;Huracán
Santiago;54;Racing
Matías;69;River
Adrián;70;River
Matías;32;San Lorenzo
Nicolás;29;Independiente
Federico;47;Newells
Martín;18;San Lorenzo
Daniel;28;River
Federico;41;Newells
Federico;33;Estudiantes
Enrique;46;Racing
Alejo;36;Huracán
Santiago;67;Gimnasia LP
Juan;37;San Lorenzo
Anibal;65;Racing
Marcelo;31;Newells
Martín;32;Newells
Marcelo;32;Gimnasia LP
Alejandro;51;River
Adrián;22;Estudiantes
Fernando;69;River
Agustín;31;River
Fernando;60;Boca
Luis;56;Gimnasia LP
Matías;18;Racing
Fernando;55;Newells
Fernando;55;Huracán
Juan;33;Gimnasia LP
Santiago;55;Racing
Agustín;65;Velez
Martín;55;Velez
Luis;28;San Lorenzo
Federico;67;Boca
Alejo;39;Boca
Adrián;37;River
Mariano;24;River
Yago;19;Estudiantes
Juan;68;Rosario Central
Yago;20;Newells
Alejandro;32;Newells
Nicolás;59;Gimnasia LP
Fernando;46;Estudiantes
Anibal;65;Gimnasia LP
Federico;50;Rosario Central
Luis;46;River
Fernando;26;Rosario Central
Federico;58;Rosario Central
Nicolás;67;Independiente
Matías;49;Estudiantes
Luis;60;San Lorenzo
Agustín;55;Racing
Enrique;26;Independiente
Fernando;44;Boca
Luis;54;Independiente
Adrián;18;Estudiantes
Luis;18;River
Mauro;54;Gimnasia LP
Alejandro;28;Velez
Daniel;32;Velez
Fernando;18;Rosario Central
Fernando;19;Independiente
Luis;46;San Lorenzo
Daniel;23;River
Yago;42;Newells
Luis;52;Estudiantes
Nicolás;50;Racing
Federico;69;Rosario Central
Matías;63;Gimnasia LP
Yago;59;Velez
Matías;56;Independiente
Mauro;58;Gimnasia LP
Mariano;68;Boca
Juan;46;Newells
Adrián;50;Gimnasia LP
Enrique;24;River
Santiago;70;San Lorenzo
Enrique;62;Estudiantes
Enrique;52;Estudiantes
Enrique;50;San Lorenzo
Javier;52;River
Adrián;26;Racing
Alejo;25;Racing
Javier;52;Velez
Mariano;35;Independiente
Martín;19;Newells
Federico;34;Independiente
Martín;26;Estudiantes
Mauro;43;Independiente
Mariano;21;Estudiantes
Nicolás;22;Huracán
Mariano;23;River
Fernando;66;Estudiantes
Daniel;44;Newells
Matías;69;Velez
Mariano;18;Huracán
Alejo;54;Independiente
Enrique;21;Boca
Matías;25;Huracán
Santiago;48;Racing
Juan;51;Estudiantes
Juan;61;River
Agustín;41;Estudiantes
Matías;69;Gimnasia LP
Fernando;47;Huracán
Yago;61;River
Yago;42;Huracán
Daniel;65;Gimnasia LP
Luis;35;Racing
Matías;65;Racing
Alejo;43;Velez
Juan;35;Huracán
Juan;23;Independiente
Enrique;53;Velez
Daniel;65;River
Enrique;26;Velez
Santiago;28;Velez
Daniel;49;Huracán
Yago;66;Rosario Central
Mariano;45;San Lorenzo
Martín;59;Huracán
Luis;52;Estudiantes
Luis;31;Newells
Enrique;47;Gimnasia LP
Adrián;62;River
Javier;21;Velez
Adrián;30;Rosario Central
Santiago;40;San Lorenzo
Nicolás;39;San Lorenzo
Alejandro;46;Newells
Fernando;36;Rosario Central
Daniel;22;Estudiantes
Yago;43;Rosario Central
Matías;55;Velez
Mauro;47;Gimnasia LP
Fernando;37;Boca
Yago;58;Independiente
Nicolás;46;Racing
Adrián;52;River
Alejandro;30;River
Javier;70;Gimnasia LP
Matías;63;Rosario Central
Fernando;56;River
Javier;45;Velez
Alejandro;41;San Lorenzo
Daniel;44;Independiente
Anibal;59;San Lorenzo
Juan;66;Rosario Central
Javier;61;Estudiantes
Martín;69;River
Santiago;54;Huracán
Javier;67;San Lorenzo
Yago;38;Rosario Central
Martín;27;San Lorenzo
Anibal;58;San Lorenzo
Alejandro;30;Huracán
Santiago;44;Huracán
Matías;24;Rosario Central
Nicolás;38;Newells
Mauro;62;Newells
Martín;69;Gimnasia LP
Santiago;54;Boca
Mariano;56;Huracán
Anibal;56;Gimnasia LP
Alejo;35;Independiente
Yago;46;Gimnasia LP
Agustín;27;Velez
Matías;46;Rosario Central
Anibal;62;San Lorenzo
Mariano;23;Gimnasia LP
Enrique;37;Independiente
Juan;51;Boca
Javier;48;River
Mariano;65;Rosario Central
Anibal;37;Estudiantes
Alejandro;29;Independiente
Federico;22;Gimnasia LP
Fernando;48;Velez
Anibal;37;Boca
Daniel;31;Newells
Nicolás;30;Independiente
Mariano;19;Boca
Anibal;56;Independiente
Alejandro;23;Newells
Juan;52;Huracán
Mariano;42;Huracán
Marcelo;31;Huracán
Marcelo;68;San Lorenzo
Martín;63;Estudiantes
Anibal;24;Huracán
Santiago;58;Newells
Anibal;22;Velez
Luis;56;Gimnasia LP
Adrián;60;River
Mariano;65;San Lorenzo
Fernando;23;River
Daniel;27;Boca
Enrique;49;San Lorenzo
Juan;40;Estudiantes
Enrique;45;San Lorenzo
Santiago;58;Independiente
Marcelo;43;Racing
Matías;21;Gimnasia LP
Alejandro;70;Independiente
Yago;37;River
Juan;53;Newells
Martín;32;Newells
Santiago;51;Rosario Central
Matías;58;River
Juan;26;Huracán
Agustín;47;Velez
Nicolás;66;Racing
Juan;44;San Lorenzo
Juan;33;River
Anibal;43;River
Mauro;34;Huracán
Adrián;35;San Lorenzo
Alejo;57;Gimnasia LP
Matías;32;Huracán
Enrique;40;River
Santiago;57;Rosario Central
Juan;58;Racing
Luis;45;Huracán
Adrián;21;Huracán
Mariano;46;Newells
Federico;30;Racing
Martín;39;Newells
Luis;18;Racing
Marcelo;44;Huracán
Santiago;62;Racing
Juan;22;River
Alejo;59;Rosario Central
Nicolás;66;River
Nicolás;62;Newells
Adrián;64;Huracán
Matías;69;River
Alejo;36;Gimnasia LP
Alejo;42;Huracán
Alejandro;18;Newells
Matías;56;Newells
Matías;29;San Lorenzo
Federico;25;Independiente
Santiago;37;Velez
Luis;27;Boca
Luis;58;Estudiantes
Mauro;68;Boca
Mariano;46;Newells
Martín;56;Gimnasia LP
Adrián;54;Velez
Alejandro;26;Boca
Enrique;37;Huracán
Daniel;55;Estudiantes
Alejo;35;Velez
Yago;45;Estudiantes
Alejandro;30;Boca
Marcelo;66;Independiente
Martín;51;Rosario Central
Mauro;18;Velez
Yago;59;Velez
Santiago;68;San Lorenzo
Mariano;21;Gimnasia LP
Martín;57;Velez
Santiago;45;Estudiantes
Matías;46;Velez
Alejandro;24;Rosario Central
Alejandro;55;Independiente
Martín;51;Gimnasia LP
Adrián;18;Newells
Alejandro;62;San Lorenzo
Javier;68;Estudiantes
Juan;43;Newells
Marcelo;62;Gimnasia LP
Enrique;20;River
Anibal;57;Newells
Daniel;19;San Lorenzo
Alejo;21;Racing
Adrián;53;Racing
Agustín;37;River
Santiago;25;Huracán
Agustín;41;Gimnasia LP
Fernando;28;Gimnasia LP
Daniel;26;Rosario Central
Yago;42;River
Yago;40;Independiente
Matías;45;Rosario Central
Daniel;41;River
Matías;24;Velez
Federico;22;Boca
Mauro;54;Racing
Agustín;21;Independiente
Martín;63;Huracán
Mauro;66;Newells
Anibal;28;Independiente
Javier;57;Velez
Mauro;31;Boca
Juan;54;San Lorenzo
Adrián;49;Gimnasia LP
Yago;61;San Lorenzo
Federico;45;Independiente
Adrián;49;Newells
Daniel;41;Independiente
Mauro;41;Gimnasia LP
Alejandro;39;Gimnasia LP
Federico;51;Huracán
Agustín;24;Boca
Martín;66;Boca
Javier;33;Boca
Santiago;60;Huracán
Nicolás;55;Boca
Adrián;42;Estudiantes
Mariano;53;River
Fernando;36;Rosario Central
Fernando;31;Estudiantes
Yago;23;Huracán
Nicolás;34;Velez
Yago;68;Rosario Central
Matías;49;Estudiantes
Anibal;40;Huracán
Nicolás;38;Boca
Mauro;24;Rosario Central
Daniel;35;River
Matías;21;Newells
Martín;40;Newells
Mariano;40;Rosario Central
Yago;43;Boca
Federico;37;Rosario Central
Mauro;67;Gimnasia LP
Agustín;27;River
Juan;31;Gimnasia LP
Alejo;67;Estudiantes
Mariano;18;San Lorenzo
Mariano;58;River
Marcelo;29;Gimnasia LP
Martín;28;Rosario Central
Juan;56;Velez
Enrique;39;Huracán
Mariano;35;River
Federico;57;Racing
Daniel;40;Boca
Matías;70;Boca
Mariano;63;Velez
Anibal;38;Estudiantes
Anibal;22;Newells
Alejandro;46;Rosario Central
Yago;69;Velez
Luis;62;Boca
Fernando;22;Boca
Luis;44;Velez
Luis;37;San Lorenzo
Alejandro;58;Racing
Martín;23;San Lorenzo
Adrián;54;Racing
Alejo;54;Independiente
Fernando;41;Estudiantes
Marcelo;61;Boca
Juan;64;Huracán
Marcelo;23;River
Enrique;29;Huracán
Santiago;64;San Lorenzo
Martín;60;Velez
Alejo;37;Racing
Fernando;52;Boca
Luis;45;River
Nicolás;27;Independiente
Javier;67;Boca
Anibal;37;Independiente
Mauro;58;Rosario Central
Alejo;49;Racing
Mariano;43;Huracán
Mariano;31;Huracán
Fernando;60;Gimnasia LP
Martín;23;Racing
Nicolás;48;Gimnasia LP
Alejo;43;Velez
Yago;21;Estudiantes
Mauro;23;Estudiantes
Javier;20;Independiente
Enrique;69;Boca
Enrique;42;San Lorenzo
Santiago;26;Independiente
Alejo;38;Boca
Alejandro;46;Newells
Yago;40;Huracán
Alejo;23;Gimnasia LP
Marcelo;55;Velez
Fernando;48;Rosario Central
Matías;47;Racing
Adrián;69;Velez
Martín;69;San Lorenzo
Yago;40;Boca
Marcelo;46;River
Mariano;68;Velez
Juan;21;Racing
Juan;54;Gimnasia LP
Marcelo;29;Newells
Mariano;52;River
Marcelo;20;Gimnasia LP
Fernando;68;Boca
Fernando;62;Estudiantes
Federico;43;Newells
Federico;31;Newells
Yago;44;San Lorenzo
Matías;54;Racing
Juan;56;River
Alejandro;62;San Lorenzo
Nicolás;26;Newells
Federico;20;Estudiantes
Martín;24;Independiente
Adrián;63;San Lorenzo
Federico;40;Estudiantes
Daniel;60;Boca
Yago;55;Gimnasia LP
Matías;70;San Lorenzo
Adrián;38;Racing
Juan;26;Racing
Mauro;49;Independiente
Yago;29;Huracán
Santiago;40;Estudiantes
Anibal;25;San Lorenzo
Fernando;23;River
Adrián;68;Huracán
Alejandro;54;Rosario Central
Daniel;33;San Lorenzo
Yago;59;Gimnasia LP
Anibal;23;Independiente
Nicolás;22;River
Anibal;66;San Lorenzo
Mariano;25;Estudiantes
Nicolás;29;San Lorenzo
Anibal;70;Racing
Yago;20;Rosario Central
Marcelo;68;River
Alejo;58;Huracán
Daniel;21;Velez
Marcelo;31;Boca
Mauro;41;Estudiantes
Santiago;35;San Lorenzo
Enrique;45;Racing
Alejandro;55;Independiente
Enrique;40;River
Adrián;41;San Lorenzo
Federico;69;Independiente
Marcelo;34;Rosario Central
Agustín;60;Huracán
Santiago;56;Independiente
Fernando;36;Boca
Luis;56;Huracán
Matías;65;Racing
Marcelo;24;Huracán
Juan;68;Boca
Alejo;19;San Lorenzo
Adrián;30;Newells
Daniel;28;Rosario Central
Alejandro;58;San Lorenzo
Daniel;46;Rosario Central
Mariano;50;Gimnasia LP
Federico;41;Racing
Mariano;38;Estudiantes
Agustín;40;Boca
Martín;55;Velez
Martín;61;Racing
Mauro;24;Velez
Daniel;46;San Lorenzo
Enrique;68;Racing
Anibal;54;Newells
Fernando;69;Boca
Anibal;33;Boca
Yago;68;Boca
Yago;24;Boca
Daniel;18;Estudiantes
Yago;21;Gimnasia LP
Mariano;25;San Lorenzo
Juan;62;San Lorenzo
Enrique;39;Rosario Central
Daniel;18;River
Mauro;24;San Lorenzo
Mauro;47;Newells
Juan;18;Huracán
Nicolás;41;Velez
Marcelo;46;Boca
Martín;48;Gimnasia LP
